|invoiceId|custId|batchId|item_summary.paper|item_summary.rock|item_summary.scissor
4348|274258|c168|lg594|5.0||
4349|66018|d802|ks883||43.0|39.0
4350|264726|y716|ub554|||10.0
4351|895730|n751|tx329||8.0|7.0
4352|582550|a038|db918|38.0||2.0
4353|148245|s068|mq682|38.0||
4354|32565|u509|po591|8.0|23.0|19.0
4355|507408|f346|ui559|5.0|6.0|37.0
4356|147171|x630|fm888|28.0|2.0|18.0
4357|48588|h975|th141|27.0||
4358|667421|x826|ur801|19.0|29.0|20.0
4359|307481|t756|ao137|||16.0
4360|437668|m414|gl751|1.0||
4361|489550|a261|oy234|6.0|49.0|
4362|149808|m628|lr785|35.0|9.0|1.0
4363|846432|y945|sg386|42.0|14.0|6.0
4364|361772|u359|js910|||32.0
4365|224124|d665|oh510|11.0|30.0|13.0
4366|143146|p512|dt372|34.0|50.0|
4367|723030|t299|kj398||42.0|33.0
4368|459046|a033|dc444||39.0|21.0
4369|639697|c508|na639|1.0|7.0|
4370|570386|f387|py642|1.0||
4371|992639|x929|oe777|13.0|26.0|34.0
4372|164804|e455|hf691|48.0||50.0
4373|986530|y797|fs653|||8.0
4374|617752|g743|sx992|||35.0
4375|10522|n479|nv964|11.0||
4376|246991|q732|hy645|3.0||49.0
4377|838737|g110|qp015|46.0|32.0|
4378|929055|w117|re771|21.0||
4379|671253|i250|kg193|49.0|42.0|40.0
4380|782789|i424|ny422|47.0|2.0|48.0
4381|61263|h873|xj336||46.0|
4382|974085|i146|fm361|48.0|13.0|36.0
4383|350656|j174|nf230||40.0|
4384|243666|a837|cp277|10.0||
4385|729191|q090|yt825||34.0|9.0
4386|378009|o185|yh396|23.0|1.0|
4387|143884|y602|ap430||20.0|
4388|825823|u260|yz612|15.0|17.0|25.0
4389|370063|x050|nv927|32.0|10.0|10.0
4390|989462|d758|nu176||45.0|12.0
4391|146435|l785|dg126|||8.0
4392|602494|d865|as271||42.0|22.0
4393|556339|y262|hg425||40.0|
4394|147824|t311|wk824||40.0|
4395|919516|t423|hr893||42.0|49.0
4396|628233|h074|xc013|18.0||40.0
4397|20936|y145|fv898|31.0|44.0|
4398|988130|f895|ch071||35.0|
4399|417269|s099|kp834||36.0|3.0
4400|153335|z298|df591|3.0|2.0|18.0
4401|211699|p042|wc852||11.0|
4402|398487|q880|ym014|11.0|39.0|50.0
4403|50864|w942|no734|||28.0
4404|143233|p328|bu072|18.0|22.0|
4405|478070|d831|xn276||38.0|
4406|487393|f327|jf201|7.0||29.0
4407|47206|z051|xf021|22.0||21.0
4408|608854|d824|yt829|10.0|43.0|21.0
4409|684511|s270|ti853|49.0||
4410|835514|r968|bo978|47.0||31.0
4411|184873|z588|xq429|20.0||16.0
4412|232181|d723|ww343|17.0||
4413|767954|c464|ro183||3.0|3.0
4414|950767|g239|jz524|19.0|19.0|5.0
4415|937423|x439|na639||23.0|14.0
4416|914526|c429|cp662||49.0|25.0
4417|447724|r616|ap430||23.0|
4418|196711|g172|ox693|8.0|3.0|
4419|919230|a837|jp873|48.0|12.0|38.0
4420|506039|u335|mi241|33.0|9.0|39.0
4421|634294|n671|ai859|10.0|1.0|15.0
4422|437979|r139|ty491|28.0||10.0
4423|693216|c602|uf348|36.0|36.0|
4424|599981|g358|yf707|9.0||30.0
4425|233464|b909|eo832|||20.0
4426|169864|x883|jl885|5.0|12.0|4.0
4427|946985|r139|ff188|14.0|3.0|2.0
4428|88429|m832|pq718|49.0|42.0|35.0
4429|865602|z267|rc752|40.0|22.0|
4430|660496|z111|zk254|13.0|43.0|3.0
4431|584831|h037|qn488|4.0|42.0|
4432|900972|v139|oq644|||30.0
4433|428482|i281|yl833|43.0|24.0|22.0
4434|680847|z792|dk940||13.0|
4435|351572|b895|vk705||29.0|
4436|37133|a843|mq201|35.0|12.0|
4437|996298|i250|un443|44.0|26.0|40.0
4438|88219|m884|pw569|39.0|38.0|10.0
4439|38887|w074|tn049|21.0|42.0|
4440|793578|h818|sx821|36.0|35.0|40.0
4441|587359|z953|bq747|32.0|11.0|3.0
4442|911587|h083|kg193|17.0|21.0|49.0
4443|691001|v838|ha371|38.0||
4444|319103|p970|hi284|32.0||
4445|772348|n479|ue660|18.0|41.0|26.0
4446|916215|w230|jq430|33.0|22.0|27.0
4447|727599|w074|qc241|22.0|50.0|36.0
4448|229918|w660|dq343||25.0|22.0
4449|85996|e451|xh088|4.0|17.0|31.0
4450|310965|q732|ge353|27.0|28.0|32.0
4451|818167|x065|kz294||25.0|
4452|512260|s417|qy464|47.0|23.0|43.0
4453|888557|t051|tm882|17.0|45.0|49.0
4454|449891|h156|th356|||44.0
4455|223073|u813|lo899|16.0||25.0
4456|414829|m469|ly980|||15.0
4457|559262|t705|lv564|39.0||35.0
4458|212981|j538|hw133|45.0|27.0|
4459|151619|h818|jq596|||48.0
4460|754345|z812|an182|30.0|17.0|30.0
4461|494925|y376|ug186|5.0||14.0
4462|190441|q044|jy437|12.0|40.0|27.0
4463|386126|c071|qc241||40.0|10.0
4464|6685|i217|ph646||23.0|
4465|441773|e637|dw185||30.0|
4466|707918|o995|pd685|||10.0
4467|49087|o580|hj738|13.0|14.0|23.0
4468|443310|j951|me368||17.0|
4469|643594|t812|jx570|49.0|48.0|39.0
4470|631027|i465|yc979||25.0|
4471|345889|l394|wh272||4.0|3.0
4472|159326|k443|cp266|49.0|25.0|
4473|1654|y311|pe984|||16.0
4474|504327|w921|ao370|5.0|24.0|4.0
4475|71122|i566|kz670|6.0||23.0
4476|528364|k205|vv466|18.0|23.0|42.0
4477|98611|u260|cs711||25.0|
4478|807632|c080|mf321|8.0|50.0|
4479|807588|t611|do226|41.0|31.0|9.0
4480|26951|s099|jn512|23.0||
4481|871456|x528|xi394|12.0|20.0|37.0
4482|263419|c001|yh396|||2.0
4483|687469|z942|zu225|43.0|34.0|38.0
4484|56022|h071|wh047|14.0||
4485|6710|z938|gy614|28.0||
4486|211788|f532|jz524|10.0|28.0|49.0
4487|461414|p241|ou301|7.0|12.0|32.0
4488|396696|v515|eu121|42.0|41.0|34.0
4489|470360|m950|ih681|50.0||45.0
4490|370942|o440|ou037|3.0||34.0
4491|596322|h292|ze702|7.0|3.0|17.0
4492|371302|q214|mu682||45.0|25.0
4493|774511|s589|ml544|1.0|50.0|42.0
4494|999126|g110|ay375|11.0|19.0|13.0
4495|513657|l218|kl575|2.0|34.0|
4496|288461|e003|qz459||18.0|20.0
4497|67873|d927|ib672|||49.0
4498|465350|p880|wy974|38.0|21.0|
4499|630577|q230|ok237||31.0|
4500|964076|s600|hh809|37.0||4.0
4501|733931|d785|sj439|48.0|18.0|18.0
4502|35421|g009|pi593|15.0|6.0|11.0
4503|62589|x864|ts293||45.0|37.0
4504|372386|j363|as138||31.0|
4505|849336|i311|bk939|27.0|2.0|40.0
4506|846433|q044|ze958|26.0|19.0|26.0
4507|702667|h478|or627|43.0||
4508|827374|a588|uw250|41.0|18.0|49.0
4509|368868|c071|no821|19.0|35.0|28.0
4510|74214|k457|iu434||16.0|
4511|465091|f465|ic310|43.0|49.0|35.0
4512|955404|l218|jd750|5.0|37.0|40.0
4513|735714|h966|fe637|41.0|44.0|25.0
4514|514981|s600|hf691|35.0|39.0|26.0
4515|82097|y667|tf054|1.0|19.0|34.0
4516|807123|m484|hx910||46.0|
4517|950473|g962|hi463|34.0||
4518|81128|t611|no821|24.0|30.0|
4519|578755|y991|bv693|21.0|43.0|39.0
4520|90927|w921|vl770|19.0|13.0|21.0
4521|706403|m357|jg824||30.0|22.0
4522|30540|q468|kz535|48.0||4.0
4523|156603|o359|cr012||20.0|
4524|92114|w572|tx967|2.0||39.0
4525|229545|m504|pv287|3.0|3.0|
4526|984714|l767|az974||27.0|
4527|669409|v937|kw492|34.0||
4528|519135|b853|pl246|5.0|7.0|
4529|7647|v929|yt061||35.0|
4530|154987|b389|ho592|18.0||
4531|897394|p845|fb005||32.0|
4532|25044|i566|fo191|25.0|31.0|50.0
4533|223521|j253|vy293||9.0|
4534|698329|y040|be352|41.0|45.0|
4535|766084|k666|dy433|15.0|23.0|13.0
4536|780525|z248|ma691|31.0|24.0|33.0
4537|944847|n154|wy547||7.0|
4538|732391|q129|cx865|3.0||29.0
4539|832428|i584|xy635|36.0|17.0|46.0
4540|455161|m273|dm468|40.0|33.0|34.0
4541|589180|w182|tc205||24.0|15.0
4542|907877|c982|wb758|||11.0
4543|334843|m137|xh523|17.0|25.0|40.0
4544|30956|m094|ry452|20.0|24.0|44.0
4545|86339|u265|wt563|47.0|1.0|
4546|579568|f503|uf825|20.0|41.0|
4547|851565|k726|bb855|26.0|36.0|5.0
4548|573494|g154|hw647||38.0|48.0
4549|70492|b842|yd056|21.0|15.0|5.0
4550|69389|t812|wk636||9.0|
4551|245143|u928|dk940|||12.0
4552|976123|m628|wh682|23.0|24.0|
4553|739682|m414|zb266||36.0|
4554|293741|r313|ow504|||5.0
4555|371531|t404|ch071|47.0|38.0|10.0
4556|569553|z248|xh154|6.0|12.0|36.0
4557|49778|h087|uf107|17.0|7.0|
4558|825297|i401|nd133|50.0||6.0
4559|234363|d239|sh094|7.0|11.0|44.0
4560|300337|n286|pr221|19.0|19.0|32.0
4561|657695|e637|no821|5.0||
4562|679022|r098|nh302|||15.0
4563|669848|s903|vp020||17.0|45.0
4564|395184|t299|xc013||22.0|
4565|745109|x446|oi586|||13.0
4566|439887|d969|ot443|31.0|37.0|45.0
4567|528842|v018|ee481||19.0|21.0
4568|902199|q214|qn488|||1.0
4569|222623|t165|lh251|27.0|27.0|21.0
4570|24331|k456|fr519|14.0||24.0
4571|448915|f713|jn409|||6.0
4572|48599|g485|kp122|38.0|28.0|45.0
4573|551703|m700|no821|25.0||
4574|178832|j197|nh270|28.0|4.0|15.0
4575|249395|z588|rd212|48.0||
4576|768217|f490|tq382||21.0|28.0
4577|833677|g006|xo065|||33.0
4578|68726|z677|jg760|27.0|14.0|
4579|86608|h748|bb855||1.0|
4580|190030|w743|bu072|||35.0
4581|844113|v362|jd115|25.0||23.0
4582|241393|s401|ui092|23.0|28.0|
4583|175333|r968|yl833|29.0||3.0
4584|250687|q814|po539|17.0|47.0|44.0
4585|827165|p738|it595|32.0||
4586|575210|g858|bp349|36.0|45.0|
4587|251582|i250|km921|28.0|6.0|2.0
4588|833934|p215|co427|26.0|50.0|5.0
4589|614938|p195|ja540|19.0|5.0|29.0
4590|938800|s777|wo476|||43.0
4591|540038|k901|ww306||25.0|
4592|861037|e122|lu985|45.0||
4593|176899|d475|ty516|27.0|5.0|
4594|253838|b031|nc441||18.0|
4595|870293|o559|sa823|45.0|26.0|24.0
4596|337071|h250|yo885|32.0||50.0
4597|84596|b349|yn027||17.0|47.0
4598|988550|x390|ch948|||36.0
4599|814503|w415|cy305|14.0|49.0|40.0
4600|292747|q129|ks779||6.0|14.0
4601|346375|z150|vl226|41.0|16.0|29.0
4602|946815|z227|by577|41.0||
4603|165458|f118|rt904|||30.0
4604|986686|y667|on315|1.0|20.0|37.0
4605|75400|g409|mp489|42.0|20.0|
4606|140607|m966|iu023|18.0|46.0|46.0
4607|315438|l041|pr305||48.0|
4608|443905|u761|cz972|46.0|47.0|4.0
4609|206438|v010|jo055|48.0||
4610|287062|t581|vr914|36.0||
4611|326229|i671|rl141|42.0||
4612|135413|m950|vx130|||45.0
4613|325026|p581|il309||46.0|42.0
4614|718106|q257|gd991|40.0|17.0|47.0
4615|239159|z911|sv927|34.0||44.0
4616|848739|i784|qs103||7.0|
4617|341712|z087|pd505||38.0|
4618|211907|q392|bb066|47.0|25.0|
4619|868143|d479|cj701|39.0|32.0|1.0
4620|897557|x383|rc752|23.0|21.0|12.0
4621|681124|o659|zn873|24.0|34.0|42.0
4622|811050|m256|ed501||10.0|
4623|952541|p341|oy234|50.0||
4624|781039|p880|sd084||49.0|29.0
4625|455412|g236|jb291|7.0|7.0|32.0
4626|241012|w865|kg058||17.0|13.0
4627|649616|t256|ir438|37.0||
4628|755689|p328|lz667|32.0|25.0|28.0
4629|833944|g985|ug733|4.0||6.0
4630|654338|a141|hg841|18.0|5.0|16.0
4631|551287|w146|sz391|14.0|36.0|9.0
4632|469248|m963|px230||41.0|
4633|629257|h489|wt969|28.0|26.0|28.0
4634|291327|q340|vp020|25.0|42.0|15.0
4635|725335|t611|db118|29.0|23.0|34.0
4636|211832|v838|zw212|30.0|35.0|33.0
4637|248566|d539|jv904||4.0|26.0
4638|291247|u444|rl194||37.0|
4639|21074|j951|xj166|15.0|11.0|
4640|248145|i140|nz773|40.0|37.0|10.0
4641|236900|k778|vy906|7.0|1.0|11.0
4642|537106|d135|xy111||47.0|28.0
4643|185786|s620|xl304|11.0||
4644|188750|v229|gz222|5.0|9.0|4.0
4645|222308|c500|py575|22.0|29.0|19.0
4646|47242|u660|qx596|37.0||24.0
4647|702488|z111|qp015|5.0||
4648|667286|q468|ib929|38.0|42.0|
4649|649510|q173|yn415|||36.0
4650|391904|z051|mv018|||40.0
4651|763019|h986|yo885|39.0|5.0|13.0
4652|171510|m113|lj090|50.0||
4653|196099|a125|oz752|19.0|15.0|16.0
4654|395494|k085|bt762|36.0||41.0
4655|74497|n526|vl932|35.0|34.0|40.0
4656|874321|w888|kw124|4.0|27.0|2.0
4657|555461|i044|zw415|23.0|30.0|
4658|415652|c071|by092||46.0|34.0
4659|689911|k891|ic690|8.0|6.0|45.0
4660|936830|a588|wy696|27.0||
4661|875769|a808|rl263|9.0||
4662|137426|k187|yf707|12.0|14.0|45.0
4663|199715|d316|ix658||7.0|
4664|675447|m128|ed867|26.0|30.0|32.0
4665|89771|o742|yz281||44.0|15.0
4666|250427|g060|wa593|45.0|37.0|
4667|690834|w023|oa575||30.0|48.0
4668|733229|r676|xf217|40.0|22.0|23.0
4669|174548|j059|fe637|21.0|8.0|45.0
4670|51510|v488|ub400|41.0||17.0
4671|510859|t812|od707|||47.0
4672|282661|q039|ev736|39.0|32.0|1.0
4673|592566|z672|zs884|5.0|33.0|40.0
4674|612297|a921|yv802|9.0|36.0|31.0
4675|254538|n114|oi060|||41.0
4676|266545|r535|ku001|||36.0
4677|632898|u509|zj434|13.0|6.0|46.0
4678|724328|g131|pw756|9.0||
4679|347326|y112|fj937|33.0|46.0|49.0
4680|369195|f118|wi857|30.0|30.0|44.0
4681|840251|k205|jl276|48.0|24.0|33.0
4682|162647|t868|kx099|||9.0
4683|56737|p412|gj928||5.0|34.0
4684|267534|m053|zt284|20.0|50.0|10.0
4685|411112|n479|fs838|5.0||10.0
4686|21521|a261|ch955|5.0||2.0
4687|493840|q044|nd514|6.0|49.0|
4688|49911|k019|sh094|6.0|39.0|27.0
4689|287256|f346|kp834|5.0||
4690|577243|e189|tm882|13.0||23.0
4691|266292|g589|ni562|9.0|11.0|15.0
4692|518271|y341|af844|5.0||42.0
4693|355293|w642|tg492|12.0|44.0|32.0
4694|823022|z795|pg843|||27.0
4695|151453|x454|jh780|||36.0
4696|329047|w921|hi319|||43.0
4697|893246|h596|ai641|1.0|1.0|
4698|77495|z298|kb683|47.0|37.0|
4699|892167|m966|mx945|12.0|4.0|45.0
4700|906204|o643|fl440|39.0|4.0|
4701|717902|v309|gt028||25.0|
4702|175244|j652|rg645|38.0|14.0|41.0
4703|20251|q039|pv089|8.0||
4704|274393|s792|bl560||14.0|
4705|53941|y608|uw250|10.0||
4706|432154|c815|ps764|22.0|16.0|25.0
4707|547142|s401|sp587|13.0|20.0|2.0
4708|949962|t953|hf554|2.0|42.0|48.0
4709|240706|q429|sm927|27.0|32.0|13.0
4710|297992|t582|rq653|18.0||
4711|153976|j197|qh038||19.0|33.0
4712|740718|h804|df578|24.0|38.0|
4713|508527|h798|fk970|40.0|15.0|31.0
4714|847975|n671|bg702|25.0||
4715|473544|o035|th770|3.0|11.0|8.0
4716|458892|r819|wo620||3.0|
4717|72427|g517|na639|19.0|32.0|4.0
4718|903070|a118|ux701|31.0|8.0|19.0
4719|967346|b385|bq747|16.0|2.0|50.0
4720|803238|z182|cc612|13.0|24.0|49.0
4721|659991|q299|xu893|23.0||
4722|540075|r026|ic690|30.0|20.0|36.0
4723|563477|t088|mr005|17.0|50.0|
4724|659640|h986|ot443|9.0||
4725|467619|l164|zd578|41.0|4.0|
4726|926703|c481|xl304|22.0||
4727|943608|x469|mg707|48.0||42.0
4728|399518|m201|vc354|43.0|25.0|25.0
4729|115317|j652|pw214|2.0||24.0
4730|404179|t300|su328|47.0|8.0|19.0
4731|412372|o201|bu890|||47.0
4732|61107|t989|mu971|||13.0
4733|958940|p168|sh094|49.0||1.0
4734|607353|i595|xz216|42.0|44.0|32.0
4735|165025|u509|ew659|||18.0
4736|36123|r282|qa351||45.0|6.0
4737|491178|x630|pg957||4.0|
4738|947464|h255|nb569|||39.0
4739|696436|l422|ab575||28.0|50.0
4740|373851|w850|zn873|36.0||
4741|813458|o742|hh557||13.0|11.0
4742|110926|b031|bp349|50.0|25.0|5.0
4743|374488|k205|af844|46.0||15.0
4744|873707|o636|ot443|43.0|3.0|
4745|859758|t441|ys642||38.0|
4746|838825|q340|vj313|11.0|15.0|
4747|330301|p215|ns927|23.0|9.0|35.0
4748|78610|x510|jd443|43.0|1.0|
4749|354231|g743|id221||9.0|
4750|906279|n861|qi059|31.0|3.0|12.0
4751|267201|v784|nt171|29.0|49.0|
4752|185637|j350|ho380||5.0|
4753|95089|a030|ru567||49.0|
4754|132278|p790|yg675|19.0|40.0|26.0
4755|299238|a753|hd664|||43.0
4756|415929|x211|um102|11.0|30.0|32.0
4757|181183|c287|cj701|26.0|1.0|25.0
4758|99060|c214|st778||37.0|40.0
4759|677703|z169|cj701|41.0|45.0|39.0
4760|336814|x621|dy531|42.0||
4761|470333|y813|xl476|||8.0
4762|664039|r560|on702|||20.0
4763|827425|o702|ih125|28.0||20.0
4764|242354|n001|gc993|21.0|40.0|10.0
4765|271118|s068|pa758|22.0||39.0
4766|185285|d510|ts019|22.0|33.0|26.0
4767|515622|f490|eb364|17.0|26.0|35.0
4768|825663|p865|qi922|47.0|25.0|32.0
4769|625544|v307|xy589|6.0||13.0
4770|893843|v783|kj342|24.0|43.0|50.0
4771|227828|u509|wt375||46.0|7.0
4772|854544|b031|lx618|23.0|9.0|
4773|939990|y505|yt643|||5.0
4774|673123|n728|sk864||45.0|25.0
4775|540938|b927|ov562|12.0|43.0|
4776|14966|n938|se229|35.0|36.0|35.0
4777|106505|b650|mp865||4.0|
4778|798214|g232|ti669|34.0||38.0
4779|254937|n740|ez908|17.0||37.0
4780|56720|j312|dm499|||34.0
4781|681936|l801|nj603|22.0|28.0|30.0
4782|441023|i233|ch955||21.0|15.0
4783|759147|o322|he469|11.0||
4784|917105|d541|cm514|37.0||40.0
4785|175083|r762|gk938||39.0|21.0
4786|370838|k738|jt520||48.0|35.0
4787|641382|a672|aw735|38.0|35.0|2.0
4788|70485|l071|hy981|8.0|18.0|32.0
4789|625625|w499|oq161|29.0|38.0|
4790|957289|w942|te357|35.0|16.0|8.0
4791|78780|z611|ou136||7.0|
4792|574499|s068|xw595|5.0|8.0|18.0
4793|798560|t786|ps360|39.0|5.0|44.0
4794|847072|q242|wq981|||21.0
4795|579911|d135|yk910|||22.0
4796|339750|k094|sa654||4.0|
4797|510929|r629|ft182|26.0||
4798|416894|m884|yb821|28.0||41.0
4799|781181|i036|wk338|||21.0
4800|211847|z575|no441|23.0|36.0|
4801|613533|h748|de790|||16.0
4802|400118|b403|td870||34.0|45.0
4803|52772|c500|aw745|||40.0
4804|661729|r055|ej510|18.0|27.0|
4805|490039|s099|od854|36.0|7.0|
4806|770698|e122|xd830|49.0|4.0|26.0
4807|895715|p994|od462|8.0|9.0|16.0
4808|336729|e122|sg358||40.0|
4809|429759|k372|zs763|44.0||
4810|811922|t871|na639||47.0|48.0
4811|233813|k341|fm291||11.0|11.0
4812|877192|d665|jt171|43.0|41.0|
4813|632063|c593|ty516|||27.0
4814|946639|l831|kf604|48.0|46.0|
4815|352334|p994|ay545|43.0|30.0|47.0
4816|241352|z051|xl476|48.0|5.0|17.0
4817|418870|y954|xa615|3.0|46.0|16.0
4818|762523|k464|st192|45.0|11.0|
4819|349110|p994|ou301||37.0|
4820|437267|t339|wj228|24.0||33.0
4821|310139|g589|ex987|4.0|21.0|
4822|472664|d229|bz339|21.0|7.0|43.0
4823|779782|j312|ny884|37.0|11.0|44.0
4824|605694|n286|zw613|26.0|44.0|31.0
4825|551121|c001|bp319|||8.0
4826|84782|y689|nv906|5.0|15.0|7.0
4827|924418|p581|ev955|11.0|45.0|
4828|93641|y335|hd226|28.0|15.0|30.0
4829|194196|v229|cj204||40.0|
4830|436724|w760|vh938|40.0|28.0|
4831|335054|c580|zh415|6.0|27.0|
4832|541045|e122|zl715|9.0||
4833|708706|v010|vp211|44.0|31.0|
4834|872309|v558|hw133|39.0|48.0|
4835|639400|t582|vg916|4.0|43.0|5.0
4836|681825|p883|sk948|29.0||
4837|907062|h989|pw756|24.0|26.0|7.0
4838|298125|b584|rn862|49.0|9.0|46.0
4839|784707|v488|cb380|20.0|39.0|41.0
4840|515733|t504|pc277|15.0|10.0|1.0
4841|27001|f432|vj313|40.0|45.0|11.0
4842|533373|h292|ju128||1.0|12.0
4843|44947|x098|zw415|||33.0
4844|681091|y145|mk592|9.0|17.0|
4845|254777|g240|cz735|17.0|14.0|34.0
4846|377641|p970|ak189|3.0|31.0|27.0
4847|189634|t504|mk465|29.0||
4848|669229|m254|ju481||21.0|
4849|949551|x510|ya805||2.0|36.0
4850|341420|o853|yh604|||13.0
4851|846931|n144|lc995||48.0|10.0
4852|768581|l468|aa521|||48.0
4853|322014|x439|lx102|23.0|12.0|49.0
4854|619580|v010|hh809|||29.0
4855|427774|u425|fe904|37.0|43.0|14.0
4856|416638|f431|ij650|||12.0
4857|686525|r313|mq478|43.0|19.0|46.0
4858|42335|i635|gh972||23.0|44.0
4859|28547|j253|zs189|41.0|19.0|40.0
4860|254013|e364|pi593|||26.0
4861|259148|p215|fs895|28.0||45.0
4862|201953|y145|pd995|14.0|34.0|31.0
4863|656382|q139|tv182|23.0|17.0|
4864|404409|e451|ip740|37.0|13.0|
4865|427205|v672|jn940|7.0|29.0|29.0
4866|98709|d723|af959|37.0||24.0
4867|294481|v783|ww958|50.0|7.0|
4868|584279|k255|ia493|21.0|16.0|
4869|827942|o413|no821|31.0|13.0|30.0
4870|290123|h292|tb696|3.0|24.0|
4871|834390|u444|ch143|37.0|16.0|22.0
4872|274560|c629|sb192|40.0||
4873|196550|z111|sv927|9.0|22.0|22.0
4874|3452|g409|sh094|48.0|26.0|29.0
4875|770403|b403|fg056|18.0|6.0|
4876|885180|v663|oe971|36.0|34.0|35.0
4877|88677|g991|rg248|2.0||35.0
4878|173133|j400|xg982|19.0|42.0|48.0
4879|941665|j414|gt889|16.0||15.0
4880|522594|g207|il121|16.0||
4881|805364|z881|jn667||27.0|
4882|375750|w297|gt470|38.0|13.0|32.0
4883|234346|l861|fe058|48.0|26.0|26.0
4884|800984|g976|hw647|46.0|47.0|25.0
4885|187516|m950|ug610|16.0|15.0|8.0
4886|792401|d927|wa593|34.0|48.0|
4887|788932|v785|zo952|43.0|11.0|14.0
4888|911942|s889|vr914|26.0|20.0|20.0
4889|454298|f431|cq094|||28.0
4890|751054|e415|no441|30.0||
4891|47281|s903|wk719|36.0||
4892|598426|u265|pa758||29.0|
4893|25460|y040|ty146|14.0|45.0|13.0
4894|585053|e480|db549|47.0||
4895|515857|t256|ue124|13.0|10.0|12.0
4896|299181|z248|nn328|48.0||
4897|878328|b920|an550|38.0|8.0|7.0
4898|492232|x925|wy696|4.0||
4899|393895|c727|yg840|||35.0
4900|518993|o853|pv871|8.0|50.0|14.0
4901|663475|k341|bn033|24.0||
4902|771948|y140|lr126|||4.0
4903|73569|f431|eh577|25.0|6.0|
4904|85324|e637|jq596|27.0|5.0|20.0
4905|326832|b920|lp146||39.0|
4906|735412|i677|xz335|20.0|16.0|
4907|418986|q392|pv639|44.0|50.0|3.0
4908|685885|h607|ft182|10.0||49.0
4909|761257|x779|me368|42.0|7.0|25.0
4910|98368|j310|jb038|29.0||25.0
4911|892177|r616|bu486||29.0|
4912|7912|v929|oa990|41.0|49.0|7.0
4913|721693|k666|pq718|31.0||
4914|526909|z601|hq866|35.0|21.0|12.0
4915|799475|n671|lf926|||15.0
4916|72578|z401|vz177|32.0||
4917|345444|q541|of473|48.0||21.0
4918|42102|c580|xo062|39.0||
4919|389810|i903|lu853||36.0|2.0
4920|25950|i635|mh743||49.0|
4921|929418|s719|vp211|27.0|18.0|10.0
4922|398217|z226|jt520|39.0||
4923|132858|r611|qj795|||42.0
4924|504257|q129|yh720|42.0|25.0|4.0
4925|921256|z014|rz124|27.0|2.0|49.0
4926|154047|z792|km921|15.0|39.0|46.0
4927|512111|z262|ii842||5.0|
4928|959072|j117|gf196|36.0|33.0|
4929|94603|l143|jb239|40.0|46.0|14.0
4930|273395|x390|fo693|43.0||
4931|953061|y311|kv997|2.0|32.0|
4932|83985|z953|yh720|22.0|40.0|18.0
4933|491222|z012|bk188||17.0|
4934|192012|u550|ez908|1.0|48.0|
4935|705337|n859|nx491|16.0|18.0|
4936|582467|p790|gh493||8.0|8.0
4937|919897|b670|vo933|40.0|30.0|9.0
4938|614942|c001|eo306||32.0|
4939|447994|q214|zw613|1.0|42.0|49.0
4940|195427|f465|bm448|44.0||41.0
4941|245111|y262|jc624||4.0|
4942|788311|m884|cs711|16.0|31.0|24.0
4943|148999|n520|br022|7.0||
4944|833668|y772|oc547||14.0|20.0
4945|298723|l536|xy635|37.0|49.0|10.0
4946|608726|e451|tm882||23.0|
4947|594312|t233|zl860|23.0|9.0|
4948|882483|v307|fp804||12.0|16.0
4949|811276|v838|ez165||24.0|
4950|821522|c938|dc523|24.0||2.0
4951|486287|x528|ig216|26.0|45.0|18.0
4952|352719|k555|nh519|17.0||21.0
4953|356538|l438|xz335|36.0|20.0|
4954|409293|d316|an647|38.0|25.0|26.0
4955|655531|r026|ag213|||37.0
4956|884669|x203|aq653||6.0|30.0
4957|174967|n750|wx814|34.0||22.0
4958|187359|e829|ub554|19.0|25.0|17.0
4959|644891|t442|sw086|18.0|10.0|
4960|295494|l098|pz188|13.0|24.0|41.0
4961|752886|q580|pb909|7.0|3.0|
4962|113171|b031|ex266||29.0|
4963|229687|i839|rq866|26.0||6.0
4964|7252|e614|nd514||22.0|
4965|421057|r271|ir385|18.0||47.0
4966|750868|x597|xb754|43.0||
4967|991392|u252|pu999|50.0|28.0|
4968|420037|v891|bm448||31.0|
4969|438641|u342|hh809|6.0||
4970|728654|f432|aq269|||39.0
4971|119505|c975|dh649|15.0||
4972|937224|r827|xe963|7.0||
4973|693855|w909|cq094||14.0|42.0
4974|264549|y422|ht387||36.0|20.0
4975|735637|b017|gr532|39.0|29.0|2.0
4976|415716|o580|sm927|40.0||47.0
4977|11556|z601|ht985|||23.0
4978|945123|z111|iu434|11.0|14.0|44.0
4979|637395|z588|yp247|8.0|24.0|
4980|484538|z419|vi556||31.0|
4981|992332|v488|jd115|48.0|41.0|
4982|18216|y797|wm637|25.0|22.0|
4983|559967|p195|bg216|25.0||48.0
4984|919382|x065|so324|49.0||48.0
4985|975207|r282|fo693|31.0|23.0|44.0
4986|436254|y311|tv182|27.0||19.0
4987|606198|v689|wc356||23.0|5.0
4988|798399|k338|sb220|8.0|23.0|46.0
4989|245302|t991|lb088||7.0|
4990|390747|g542|vk778|39.0|29.0|
4991|690991|d943|mi623|31.0|37.0|22.0
4992|297915|r271|rn116||5.0|10.0
4993|149007|m094|hz531|46.0||
4994|924770|p842|vh977|||14.0
4995|512148|c429|jn512|||11.0
4996|851833|w884|ri618|41.0||
4997|990721|z267|jv117||15.0|20.0
4998|712120|g976|kc226|9.0|17.0|21.0
